group,bin_mid,norm_density
combined,1689.6,2.9296875e-05
fish-only,1536,3.90625e-06
combined,1689.6,4.8828125e-06
fish-only,1536,9.765625e-07
combined,1689.6,1.07421875e-05
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,8.7890625e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,3.25520833333333e-07
combined,1689.6,3.25520833333333e-07
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,3.90625e-07
combined,1689.6,3.90625e-07
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,6.640625e-05
combined,1689.6,0.0001044921875
fish-only,1536,5.2734375e-05
combined,1689.6,5.859375e-05
fish-only,1536,9.765625e-06
combined,1689.6,9.765625e-06
fish-only,1536,4.150390625e-06
combined,1689.6,3.1005859375e-05
fish-only,1536,3.466796875e-05
combined,1689.6,4.931640625e-05
fish-only,1536,8.203125e-05
combined,1689.6,9.89583333333333e-05
fish-only,1536,4.6875e-06
combined,1689.6,2.8125e-05
fish-only,1536,7.32421875e-06
combined,1689.6,4.00390625e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,4.8828125e-07
combined,1689.6,5.859375e-05
fish-only,1536,0.000107421875
combined,1689.6,0.0001181640625
fish-only,1536,1.30208333333333e-06
combined,1689.6,3.05989583333333e-05
fish-only,1536,4.8828125e-07
combined,1689.6,1.025390625e-05
fish-only,1536,4.296875e-06
combined,1689.6,2.34375e-05
fish-only,1536,2.60416666666667e-06
combined,1689.6,7.16145833333333e-06
fish-only,1536,9.765625e-07
combined,1689.6,1.318359375e-05
fish-only,1536,1.46484375e-06
combined,1689.6,1.953125e-06
fish-only,1536,4.8828125e-07
combined,1689.6,1.806640625e-05
fish-only,1536,1.171875e-06
combined,1689.6,4.296875e-06
fish-only,1536,1.30208333333333e-06
combined,1689.6,1.708984375e-05
fish-only,1536,1.30208333333333e-06
combined,1689.6,1.30208333333333e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,1.171875e-05
combined,1689.6,1.171875e-05
fish-only,1536,1.953125e-06
combined,1689.6,3.90625e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,9.765625e-07
combined,1689.6,1.46484375e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,5.20833333333333e-06
combined,1689.6,5.20833333333333e-06
fish-only,1536,1.43229166666667e-05
combined,1689.6,1.43229166666667e-05
fish-only,1536,3.38541666666667e-05
combined,1689.6,3.38541666666667e-05
fish-only,1536,3.515625e-06
combined,1689.6,3.515625e-06
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,1.39508928571429e-06
combined,1689.6,1.39508928571429e-06
fish-only,1536,5.37109375e-06
combined,1689.6,5.37109375e-06
fish-only,1536,1.07421875e-05
combined,1689.6,1.07421875e-05
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,1.46484375e-06
combined,1689.6,1.46484375e-06
fish-only,1536,1.30208333333333e-06
combined,1689.6,3.25520833333333e-06
fish-only,1536,2.44140625e-06
combined,1689.6,2.44140625e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,6.8359375e-06
combined,1689.6,6.8359375e-06
fish-only,1536,8.7890625e-06
combined,1689.6,8.7890625e-06
fish-only,1536,4.39453125e-06
combined,1689.6,4.39453125e-06
fish-only,1536,1.43229166666667e-05
combined,1689.6,1.43229166666667e-05
fish-only,1536,6.8359375e-06
combined,1689.6,6.8359375e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,9.765625e-06
combined,1689.6,9.765625e-06
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,6.8359375e-06
combined,1689.6,6.8359375e-06
fish-only,1536,1.708984375e-05
combined,1689.6,1.708984375e-05
fish-only,1536,1.07421875e-05
combined,1689.6,1.07421875e-05
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,6.8359375e-06
combined,1689.6,6.8359375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,6.396484375e-05
combined,1689.6,6.396484375e-05
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,2.099609375e-05
combined,1689.6,2.099609375e-05
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,1.953125e-05
combined,1689.6,1.953125e-05
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,8.30078125e-06
combined,1689.6,8.30078125e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,3.41796875e-06
combined,1689.6,3.41796875e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,1.171875e-05
combined,1689.6,1.171875e-05
fish-only,1536,8.7890625e-06
combined,1689.6,8.7890625e-06
fish-only,1536,5.37109375e-06
combined,1689.6,4.6875e-05
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,5.37109375e-06
combined,1689.6,5.37109375e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,5.37109375e-06
combined,1689.6,5.37109375e-06
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,1.46484375e-06
combined,1689.6,1.46484375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,4.39453125e-06
combined,1689.6,4.39453125e-06
fish-only,1536,1.46484375e-06
combined,1689.6,1.46484375e-06
fish-only,1536,1.07421875e-05
combined,1689.6,1.07421875e-05
fish-only,1536,6.34765625e-06
combined,1689.6,6.34765625e-06
fish-only,1536,8.30078125e-06
combined,1689.6,8.30078125e-06
fish-only,1536,2.44140625e-06
combined,1689.6,2.44140625e-06
fish-only,1536,1.07421875e-05
combined,1689.6,1.07421875e-05
fish-only,1536,6.34765625e-06
combined,1689.6,6.34765625e-06
fish-only,1536,6.34765625e-06
combined,1689.6,6.34765625e-06
fish-only,1536,1.953125e-06
combined,1689.6,2.9296875e-06
fish-only,1536,1.46484375e-06
combined,1689.6,1.953125e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,1.46484375e-06
combined,1689.6,1.46484375e-06
fish-only,1536,9.765625e-07
combined,1689.6,1.46484375e-06
fish-only,1536,2.9296875e-05
combined,1689.6,2.9296875e-05
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,1.5625e-05
combined,1689.6,1.5625e-05
fish-only,1536,3.955078125e-05
combined,1689.6,3.955078125e-05
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,4.296875e-05
combined,1689.6,4.296875e-05
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,1.46484375e-06
combined,1689.6,1.46484375e-06
fish-only,1536,4.39453125e-06
combined,1689.6,4.39453125e-06
fish-only,1536,4.39453125e-06
combined,1689.6,4.39453125e-06
fish-only,1536,4.8828125e-07
combined,1689.6,1.46484375e-06
fish-only,1536,6.51041666666667e-07
combined,1689.6,6.51041666666667e-07
fish-only,1536,1.513671875e-05
combined,1689.6,1.611328125e-05
fish-only,1536,4.8828125e-07
combined,1689.6,1.46484375e-06
fish-only,1536,4.8828125e-06
combined,1689.6,5.37109375e-06
fish-only,1536,2.44140625e-06
combined,1689.6,2.44140625e-06
fish-only,1536,1.46484375e-06
combined,1689.6,1.953125e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,3.662109375e-05
combined,1689.6,3.662109375e-05
fish-only,1536,4.8828125e-07
combined,1689.6,1.953125e-06
fish-only,1536,6.8359375e-06
combined,1689.6,6.8359375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,1.85546875e-05
combined,1689.6,1.85546875e-05
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,1.46484375e-06
combined,1689.6,1.46484375e-06
fish-only,1536,2.734375e-05
combined,1689.6,2.734375e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,2.44140625e-06
combined,1689.6,2.44140625e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,0.0001650390625
combined,1689.6,0.0001650390625
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,0.000166015625
combined,1689.6,0.000166015625
fish-only,1536,1.171875e-05
combined,1689.6,1.171875e-05
fish-only,1536,1.69270833333333e-05
combined,1689.6,1.69270833333333e-05
fish-only,1536,4.98046875e-05
combined,1689.6,4.98046875e-05
fish-only,1536,1.1328125e-05
combined,1689.6,1.1328125e-05
fish-only,1536,1.171875e-05
combined,1689.6,1.171875e-05
fish-only,1536,0.0001591796875
combined,1689.6,0.00016015625
fish-only,1536,9.27734375e-06
combined,1689.6,9.765625e-06
fish-only,1536,1.07421875e-05
combined,1689.6,1.07421875e-05
fish-only,1536,2.24609375e-05
combined,1689.6,2.24609375e-05
fish-only,1536,4.8828125e-06
combined,1689.6,5.859375e-06
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,0.0001064453125
combined,1689.6,0.0001064453125
fish-only,1536,8.7890625e-06
combined,1689.6,8.7890625e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,4.8828125e-07
combined,1689.6,5.859375e-06
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,3.7109375e-05
combined,1689.6,3.7109375e-05
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,1.07421875e-05
combined,1689.6,1.07421875e-05
fish-only,1536,1.46484375e-05
combined,1689.6,1.46484375e-05
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,1.7578125e-05
combined,1689.6,1.7578125e-05
fish-only,1536,4.8828125e-06
combined,1689.6,5.37109375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,3.41796875e-06
combined,1689.6,4.8828125e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,6.8359375e-06
combined,1689.6,6.8359375e-06
fish-only,1536,8.7890625e-06
combined,1689.6,8.7890625e-06
fish-only,1536,5.20833333333333e-06
combined,1689.6,5.20833333333333e-06
fish-only,1536,1.171875e-05
combined,1689.6,1.171875e-05
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,1.708984375e-05
combined,1689.6,1.708984375e-05
fish-only,1536,5.37109375e-06
combined,1689.6,5.37109375e-06
fish-only,1536,1.30208333333333e-06
combined,1689.6,1.30208333333333e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,5.37109375e-06
combined,1689.6,5.859375e-06
fish-only,1536,1.07421875e-05
combined,1689.6,1.07421875e-05
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,3.41796875e-06
combined,1689.6,3.41796875e-06
fish-only,1536,9.765625e-06
combined,1689.6,1.10677083333333e-05
fish-only,1536,2.1484375e-05
combined,1689.6,2.1484375e-05
fish-only,1536,1.025390625e-05
combined,1689.6,1.025390625e-05
fish-only,1536,2.44140625e-06
combined,1689.6,2.44140625e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,1.953125e-06
combined,1689.6,2.9296875e-06
fish-only,1536,6.34765625e-06
combined,1689.6,6.8359375e-06
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,6.103515625e-05
combined,1689.6,6.103515625e-05
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,8.30078125e-06
combined,1689.6,1.123046875e-05
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,3.90625e-06
combined,1689.6,6.8359375e-06
fish-only,1536,1.953125e-06
combined,1689.6,9.27734375e-06
fish-only,1536,4.8828125e-07
combined,1689.6,9.765625e-07
fish-only,1536,1.46484375e-06
combined,1689.6,3.41796875e-06
fish-only,1536,3.41796875e-06
combined,1689.6,4.8828125e-06
fish-only,1536,1.62760416666667e-05
combined,1689.6,1.62760416666667e-05
fish-only,1536,4.39453125e-06
combined,1689.6,6.34765625e-06
fish-only,1536,3.41796875e-06
combined,1689.6,5.37109375e-06
fish-only,1536,9.765625e-07
combined,1689.6,1.46484375e-06
fish-only,1536,1.46484375e-06
combined,1689.6,1.46484375e-06
fish-only,1536,4.39453125e-06
combined,1689.6,4.39453125e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,8.7890625e-06
combined,1689.6,8.7890625e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,1.20442708333333e-05
combined,1689.6,1.46484375e-05
fish-only,1536,5.859375e-06
combined,1689.6,9.765625e-06
fish-only,1536,9.765625e-06
combined,1689.6,1.07421875e-05
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,1.46484375e-06
combined,1689.6,1.46484375e-06
fish-only,1536,1.26953125e-05
combined,1689.6,1.26953125e-05
fish-only,1536,1.07421875e-05
combined,1689.6,1.07421875e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,1.07421875e-05
combined,1689.6,1.07421875e-05
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,7.16145833333333e-06
combined,1689.6,9.44010416666667e-06
fish-only,1536,8.7890625e-06
combined,1689.6,8.7890625e-06
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,1.5625e-05
combined,1689.6,1.5625e-05
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,7.8125e-06
combined,1689.6,7.8125e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,5.37109375e-06
combined,1689.6,5.37109375e-06
fish-only,1536,4.00390625e-05
combined,1689.6,4.00390625e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,4.8828125e-06
combined,1689.6,4.8828125e-06
fish-only,1536,1.26953125e-05
combined,1689.6,1.26953125e-05
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,5.859375e-06
combined,1689.6,5.859375e-06
fish-only,1536,1.171875e-05
combined,1689.6,1.171875e-05
fish-only,1536,6.51041666666667e-07
combined,1689.6,3.45052083333333e-05
fish-only,1536,2.9296875e-06
combined,1689.6,7.8125e-06
fish-only,1536,9.765625e-07
combined,1689.6,1.171875e-05
fish-only,1536,2.9296875e-06
combined,1689.6,3.22265625e-05
fish-only,1536,6.8359375e-06
combined,1689.6,1.26953125e-05
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-05
fish-only,1536,6.51041666666667e-07
combined,1689.6,2.9296875e-05
fish-only,1536,9.765625e-07
combined,1689.6,4.8828125e-06
fish-only,1536,6.51041666666667e-07
combined,1689.6,2.99479166666667e-05
fish-only,1536,1.953125e-06
combined,1689.6,0.0001943359375
fish-only,1536,1.33463541666667e-05
combined,1689.6,2.57161458333333e-05
fish-only,1536,2.9296875e-06
combined,1689.6,8.7890625e-06
fish-only,1536,1.953125e-06
combined,1689.6,7.8125e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.171875e-05
fish-only,1536,1.953125e-06
combined,1689.6,3.125e-05
fish-only,1536,5.859375e-06
combined,1689.6,1.66015625e-05
fish-only,1536,1.953125e-06
combined,1689.6,3.90625e-06
fish-only,1536,3.90625e-06
combined,1689.6,1.49739583333333e-05
fish-only,1536,2.60416666666667e-06
combined,1689.6,1.43229166666667e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.3671875e-05
fish-only,1536,3.41796875e-06
combined,1689.6,6.34765625e-06
fish-only,1536,5.859375e-06
combined,1689.6,8.30078125e-06
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,3.90625e-06
combined,1689.6,4.39453125e-06
fish-only,1536,7.177734375e-05
combined,1689.6,7.177734375e-05
fish-only,1536,1.26953125e-05
combined,1689.6,1.26953125e-05
fish-only,1536,2.9296875e-06
combined,1689.6,1.7578125e-05
fish-only,1536,1.025390625e-05
combined,1689.6,1.025390625e-05
fish-only,1536,1.46484375e-06
combined,1689.6,1.46484375e-06
fish-only,1536,1.46484375e-06
combined,1689.6,3.41796875e-06
fish-only,1536,9.27734375e-06
combined,1689.6,9.27734375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.9296875e-06
fish-only,1536,9.765625e-06
combined,1689.6,1.26953125e-05
fish-only,1536,2.44140625e-05
combined,1689.6,2.734375e-05
fish-only,1536,1.46484375e-06
combined,1689.6,3.90625e-06
fish-only,1536,2.44140625e-06
combined,1689.6,2.44140625e-06
fish-only,1536,9.765625e-06
combined,1689.6,9.765625e-06
fish-only,1536,1.953125e-06
combined,1689.6,1.953125e-06
fish-only,1536,2.9296875e-06
combined,1689.6,4.8828125e-06
fish-only,1536,1.46484375e-06
combined,1689.6,1.416015625e-05
fish-only,1536,1.416015625e-05
combined,1689.6,1.416015625e-05
fish-only,1536,1.26953125e-05
combined,1689.6,1.26953125e-05
fish-only,1536,1.953125e-05
combined,1689.6,1.953125e-05
fish-only,1536,8.7890625e-06
combined,1689.6,8.7890625e-06
fish-only,1536,3.125e-05
combined,1689.6,3.125e-05
fish-only,1536,2.9296875e-06
combined,1689.6,7.8125e-06
fish-only,1536,3.90625e-06
combined,1689.6,3.90625e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.734375e-05
fish-only,1536,4.8828125e-07
combined,1689.6,4.8828125e-07
fish-only,1536,1.07421875e-05
combined,1689.6,2.5390625e-05
fish-only,1536,3.02734375e-05
combined,1689.6,3.02734375e-05
fish-only,1536,5.37109375e-06
combined,1689.6,1.7578125e-05
fish-only,1536,3.90625e-06
combined,1689.6,1.416015625e-05
fish-only,1536,9.765625e-07
combined,1689.6,2.9296875e-05
fish-only,1536,4.8828125e-07
combined,1689.6,3.41796875e-06
fish-only,1536,5.859375e-06
combined,1689.6,8.30078125e-06
fish-only,1536,9.765625e-07
combined,1689.6,9.765625e-07
fish-only,1536,1.953125e-06
combined,1689.6,3.61328125e-05
fish-only,1536,8.7890625e-06
combined,1689.6,8.10546875e-05
fish-only,1536,3.90625e-06
combined,1689.6,6.8359375e-06
fish-only,1536,2.9296875e-06
combined,1689.6,2.24609375e-05
fish-only,1536,1.07421875e-05
combined,1689.6,2.24609375e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.7578125e-05
fish-only,1536,6.8359375e-06
combined,1689.6,3.02734375e-05
fish-only,1536,9.765625e-07
combined,1689.6,5.078125e-05
fish-only,1536,8.7890625e-06
combined,1689.6,5.95703125e-05
fish-only,1536,6.8359375e-06
combined,1689.6,2.63671875e-05
fish-only,1536,3.41796875e-06
combined,1689.6,3.076171875e-05
fish-only,1536,2.9296875e-06
combined,1689.6,5.6640625e-05
fish-only,1536,1.953125e-06
combined,1689.6,8.7890625e-06
fish-only,1536,1.953125e-06
combined,1689.6,7.421875e-05
fish-only,1536,3.25520833333333e-06
combined,1689.6,1.04166666666667e-05
fish-only,1536,1.953125e-06
combined,1689.6,6.640625e-05
fish-only,1536,6.51041666666667e-07
combined,1689.6,0.000302083333333333
fish-only,1536,6.51041666666667e-07
combined,1689.6,0.000333984375
fish-only,1536,1.025390625e-05
combined,1689.6,0.00015234375
fish-only,1536,1.3671875e-05
combined,1689.6,2.24609375e-05
fish-only,1536,3.90625e-06
combined,1689.6,9.9609375e-05
fish-only,1536,1.953125e-06
combined,1689.6,5.6640625e-05
fish-only,1536,5.859375e-06
combined,1689.6,0.000380859375
fish-only,1536,3.90625e-06
combined,1689.6,0.000248046875
fish-only,1536,3.90625e-06
combined,1689.6,0.0003125
fish-only,1536,5.859375e-06
combined,1689.6,0.00037890625
fish-only,1536,3.90625e-06
combined,1689.6,5.078125e-05
fish-only,1536,5.859375e-06
combined,1689.6,1.5625e-05
fish-only,1536,3.3203125e-05
combined,1689.6,3.515625e-05
fish-only,1536,4.8828125e-05
combined,1689.6,9.5703125e-05
fish-only,1536,5.37109375e-06
combined,1689.6,9.08203125e-05
fish-only,1536,1.7578125e-05
combined,1689.6,3.22265625e-05
fish-only,1536,3.125e-05
combined,1689.6,9.08203125e-05
fish-only,1536,5.859375e-05
combined,1689.6,0.0001171875
fish-only,1536,1.85546875e-05
combined,1689.6,6.640625e-05
fish-only,1536,7.71484375e-05
combined,1689.6,0.000125
fish-only,1536,3.125e-05
combined,1689.6,4.58984375e-05
fish-only,1536,1.953125e-06
combined,1689.6,2.44140625e-05
fish-only,1536,7.16145833333333e-06
combined,1689.6,2.60416666666667e-05
fish-only,1536,5.859375e-06
combined,1689.6,0.0002216796875
fish-only,1536,9.765625e-07
combined,1689.6,5.859375e-05
fish-only,1536,1.26953125e-05
combined,1689.6,3.41796875e-05
fish-only,1536,1.07421875e-05
combined,1689.6,2.83203125e-05
fish-only,1536,2.1484375e-05
combined,1689.6,4.00390625e-05
fish-only,1536,0.000107421875
combined,1689.6,0.0001201171875
fish-only,1536,1.953125e-06
combined,1689.6,2.44140625e-05
fish-only,1536,6.18489583333333e-06
combined,1689.6,1.13932291666667e-05
fish-only,1536,1.171875e-05
combined,1689.6,7.32421875e-05
fish-only,1536,9.765625e-07
combined,1689.6,3.90625e-06
fish-only,1536,9.765625e-07
combined,1689.6,7.71484375e-05
fish-only,1536,1.953125e-06
combined,1689.6,3.125e-05
fish-only,1536,2.24609375e-05
combined,1689.6,3.41796875e-05
fish-only,1536,9.375e-05
combined,1689.6,0.00010546875
fish-only,1536,5.859375e-06
combined,1689.6,1.953125e-05
fish-only,1536,9.765625e-07
combined,1689.6,0.0001630859375
fish-only,1536,5.859375e-06
combined,1689.6,0.000123046875
fish-only,1536,3.90625e-06
combined,1689.6,6.8359375e-05
fish-only,1536,6.8359375e-06
combined,1689.6,0.0003359375
fish-only,1536,7.32421875e-06
combined,1689.6,0.00061669921875
fish-only,1536,9.765625e-07
combined,1689.6,2.83203125e-05
fish-only,1536,1.953125e-06
combined,1689.6,1.85546875e-05
fish-only,1536,2.5390625e-05
combined,1689.6,3.125e-05
fish-only,1536,1.5625e-05
combined,1689.6,3.90625e-05
fish-only,1536,4.8828125e-06
combined,1689.6,5.17578125e-05
fish-only,1536,3.90625e-06
combined,1689.6,7.8125e-06
fish-only,1536,2.24609375e-05
combined,1689.6,4.78515625e-05
fish-only,1536,5.859375e-06
combined,1689.6,2.24609375e-05
fish-only,1536,3.515625e-05
combined,1689.6,5.6640625e-05
fish-only,1536,3.90625e-06
combined,1689.6,9.08203125e-05
fish-only,1536,2.27864583333333e-06
combined,1689.6,0.000574544270833333
fish-only,1536,2.34375e-06
combined,1689.6,4.21875e-05
fish-only,1536,8.984375e-06
combined,1689.6,0.000764453125
fish-only,1536,2.44140625e-05
combined,1689.6,5.46875e-05
fish-only,1536,4.8828125e-06
combined,1689.6,5.56640625e-05
fish-only,1536,9.765625e-07
combined,1689.6,1.07421875e-05
fish-only,1536,1.953125e-06
combined,1689.6,9.765625e-05
fish-only,1536,1.07421875e-05
combined,1689.6,5.859375e-05
fish-only,1536,9.765625e-07
combined,1689.6,6.93359375e-05
fish-only,1536,1.953125e-06
combined,1689.6,0.0001455078125
fish-only,1536,7.8125e-06
combined,1689.6,0.0001640625
fish-only,1536,1.953125e-06
combined,1689.6,8.203125e-05
fish-only,1536,2.9296875e-06
combined,1689.6,4.638671875e-05
fish-only,1536,4.8828125e-07
combined,1689.6,0.000462890625
fish-only,1536,6.640625e-06
combined,1689.6,0.0009875
fish-only,1536,9.765625e-07
combined,1689.6,0.00060009765625
fish-only,1536,2.9296875e-06
combined,1689.6,0.00071826171875
fish-only,1536,1.953125e-06
combined,1689.6,6.93359375e-05
fish-only,1536,3.90625e-06
combined,1689.6,1.171875e-05
fish-only,1536,3.173828125e-06
combined,1689.6,1.9775390625e-05
fish-only,1536,3.90625e-06
combined,1689.6,1.171875e-05
fish-only,1536,5.859375e-06
combined,1689.6,0.00011328125
fish-only,1536,0.000166015625
combined,1689.6,0.0001884765625
fish-only,1536,2.63671875e-05
combined,1689.6,4.6875e-05
fish-only,1536,1.953125e-06
combined,1689.6,2.24609375e-05
fish-only,1536,1.171875e-05
combined,1689.6,3.61328125e-05
fish-only,1536,4.8828125e-06
combined,1689.6,6.15234375e-05
fish-only,1536,4.6875e-06
combined,1689.6,0.0001109375
fish-only,1536,2.24609375e-05
combined,1689.6,8.3984375e-05
fish-only,1536,9.765625e-07
combined,1689.6,0.000392578125
fish-only,1536,2.9296875e-06
combined,1689.6,5.56640625e-05
fish-only,1536,9.765625e-07
combined,1689.6,5.46875e-05
fish-only,1536,1.26953125e-05
combined,1689.6,6.73828125e-05
fish-only,1536,8.7890625e-06
combined,1689.6,3.125e-05
fish-only,1536,4.55729166666667e-06
combined,1689.6,5.56640625e-05
fish-only,1536,4.8828125e-06
combined,1689.6,1.66015625e-05
fish-only,1536,5.859375e-06
combined,1689.6,5.2734375e-05
fish-only,1536,1.26953125e-05
combined,1689.6,8.0078125e-05
