slope,community,scale,fact,fact2,x
-2.1163735354747,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08681005837289,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96788055384636,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03923810817937,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0706343583743,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.12527224559182,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.88125711441383,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10713071829612,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00891992551824,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.12798229456934,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0677411526202,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.15371573948575,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.14633813586331,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97459090970069,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99064406768074,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05535627495933,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.3735094728802,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.17521211126896,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16366049281171,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10748146179103,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16727374568256,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03587482297697,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.06075590063449,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.98880960606603,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.17702292145658,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00686416600059,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05881397848538,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03809238857741,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.18024906537838,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01621129615307,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.12331262420534,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.98738489481931,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04743585394118,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10515870279944,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01526220754572,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13944691089471,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97785959523072,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.90184195882445,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01945697092407,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97369199280086,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96712618298858,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94327908212733,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10280072831941,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07824337312805,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.26946946510732,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99637046549232,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01276901042044,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10507842175357,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00475851519264,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.98916628479523,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.1217084762555,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16442271040574,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13235417696628,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02606537657399,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.14665760227552,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.15837809567349,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05356271063752,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.06247854409626,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.17190494559905,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.18621868613415,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02216964311084,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.98956842041206,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.9760024728515,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.1415045342374,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02533075927671,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94212985829349,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.93561278929221,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01950874697245,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96851126600857,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08461187864931,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.86151299958676,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99102623113884,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13383744996481,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.98443485552659,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94450719225566,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04394176970824,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.95136210096264,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.87099464793581,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00138845334147,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00977826736187,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02914020922624,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.09225610757696,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.93572685029861,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03478569909886,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03386765361501,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97245792882941,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.92799136307931,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.06906552456103,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04406510907383,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.95918567340545,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.98733201967083,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01038167572832,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96400320005692,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08508570326586,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04806200443576,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94516705762693,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.310308020505,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.21530806000021,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04145752722483,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10452198910247,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.95703334189354,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07771816253225,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10607088363563,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16415645142768,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99460205296862,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01547975847468,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.92993089069047,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05568276579061,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.06473313064773,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.17154346688901,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00609799547554,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.11546912373936,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99932625930131,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08366413553332,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.84527198560932,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02025139781592,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07965065472614,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03628391119272,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.85974802143357,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03585699225738,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.9767273451475,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.09859472015764,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.06728799300737,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02918892099453,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.09740986209758,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13558778399301,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10631371242213,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04151094690715,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02825207261592,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97033726952444,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01694251724429,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99497574082499,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00108676157643,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.95616201288502,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97102629360484,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07654772149799,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97180505909665,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04056061455795,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99574007446767,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.9797689125602,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08755354998567,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04034926506985,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.95934039740659,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04578078755253,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99340776992796,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.98529304991952,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96494637636861,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0119036825586,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01347162738921,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05817968658937,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.11337881671341,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05319242448537,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13332408949666,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94268537949192,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.1005220225085,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0599749893402,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08241464644347,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04649172428444,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99218409878766,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07428614063946,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02290167143695,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.12976017647964,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05079312323353,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.19888404066133,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.25836428410156,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.1911490369002,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0933364358473,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.15904594250348,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16477080356239,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13591379058567,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.186564060412,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.23616653039041,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.20719645489442,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16514446771929,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.15902303867827,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03159928939037,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.18580384846243,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16268155591215,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.2471114751895,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.15414408280613,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.12279146725856,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.17343418973509,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.09964301243924,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07721641280553,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05839015989998,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03639605093775,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.8904671755714,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.113219231854,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.12277661708633,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16372805488838,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10824199235278,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00218741688662,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.95819007395052,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.06649263015324,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01208019020125,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.9897965433607,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96601345357871,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.19351339764201,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0234177070318,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08514671841867,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.90824656114471,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04922418209502,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.17479014743266,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.89368678502306,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.76701443217364,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.083208247184,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01527680753531,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10175698133507,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94118599529472,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.91524820745462,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.19410305413379,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00032615260602,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07829627924462,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.83516904058312,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13560470436087,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02210647768841,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94089041003882,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02432241489273,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08302039762054,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01284080496578,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99503698525825,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08177046513369,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.09098165264261,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04104888415621,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08932823197605,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.89524199673997,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13978791533212,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.95228994400621,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.123953932615,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.11403248909079,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0488861787185,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.91055161554476,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04224735583713,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03884666708695,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.93071751184392,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.95597169006687,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.11468881391692,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10176101878131,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.14638285895315,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13951949789993,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02131519524248,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10668718277885,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.09939726834202,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01575623038414,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01048084243041,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.14791735901291,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.14547151005658,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99262629692271,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07691679616879,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02668021907281,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99525985147475,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.17314494569757,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10437831836157,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.138802932397,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.15247895603906,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.12192640135026,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08035785047091,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05274909342617,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.22651951449128,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04052898658612,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.11727033742363,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.28913329961679,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00265256917847,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.22605846554523,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.89026975767973,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0601372883385,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08514231158633,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.24700867519422,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.20183468725418,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.25048780373424,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.1335437237634,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.14552641116304,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.14491000132302,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16539010774205,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.31782144744981,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.17668586204639,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.19712599939465,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97599341598688,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.11149811709428,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.1725720427612,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0773722939539,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03365498830577,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.22662237332873,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.12585184736283,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.039029959727,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16120814824002,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.17172683561256,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97124803700285,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07584642399233,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.9932164897012,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04388814471007,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.06384483490172,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96159260296421,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.2855183866366,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.15633456837267,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10087614054597,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01390581699156,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01087596990905,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.87421297820319,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02439012050181,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.9602284818556,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.98593026462371,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.11074633821062,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.11143694221026,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.38635601701193,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08956806657524,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13354264992597,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.1340816575804,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07301455422735,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94197027193366,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94902202356047,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94766337046041,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04445188434128,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10268030434383,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05458414825005,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96124197382106,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05938196601466,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94493830167931,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13835644908469,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02463541620229,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.12150895562302,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0585989556092,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.61577167093293,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.27664937058646,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94100670580803,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.79543341611643,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.93246044430658,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02278620205965,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.93335219864385,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.06192198099543,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03688130680802,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99746031650382,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01723205588031,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10036239507045,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10031713534897,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97184455708517,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.88850498306255,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.98151050031868,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.80574657517682,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07915429008543,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10177849104888,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0933018039811,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00551373274007,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13617910395661,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.16548376459513,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01176756214916,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03417764023482,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01307203300206,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.9402688180761,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.02348300310213,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.10073714209822,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04560983495694,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.9474545314157,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.94777937446361,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.97364992685972,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.9660301814175,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96745182513031,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.12461679283564,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03594469632856,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05021524474026,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.09864434473869,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.06505397430875,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96302875621643,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04879477625643,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.09750982784306,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.0748717106777,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96250781850902,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.08252592666172,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.17491703080604,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.926866914523,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07833820143094,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.09212450019158,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.20406306117023,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.1342663457898,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.91813633389798,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96552486806114,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.03137184233459,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.15695194417611,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.14066071151728,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.04542010427535,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.92181618651302,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96861914288182,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.8240634749782,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01336138483007,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.1795084611015,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.79592441937715,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.61102141707321,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.83008857836807,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.07588290190241,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.09569669979121,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96531889838617,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.9999485823755,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.05857971959694,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.13781991934133,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.01206866653729,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00891644281062,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.96340498564474,Combined,Site,"Site
Combined","Site
Combined",6.5
-2.00947263733706,Combined,Site,"Site
Combined","Site
Combined",6.5
-1.99946103388815,Combined,Site,"Site
Combined","Site
Combined",6.5
